rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
177,Resume_6_Data_Entry_Analyst_Healthcare_skills,public health analyst,57.8,passthrough,82.0,74.0,34.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.8 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=82, Experience=74.",,,,ranked_Public_Health_Analyst_parsed_jd.json
178,Resume_6_Data_Entry_Analyst_Healthcare_skills,head of health informatics,57.8,passthrough,82.0,65.0,34.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.8 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=82, Experience=65.",,,,ranked_Head_of_Health_Informatics_parsed_jd.json
179,Resume_6_Data_Entry_Analyst_Healthcare_skills,predictive analytics specialist,57.7,passthrough,82.0,77.0,34.0,4.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.7 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=82, Experience=77.",,,,ranked_Predictive_Analytics_Specialist_parsed_jd.json
180,Resume_6_Data_Entry_Analyst_Healthcare_skills,insurance claims analyst,57.7,passthrough,82.0,65.0,34.0,22.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.7 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=82, Experience=65.",,,,ranked_Insurance_Claims_Analyst_parsed_jd.json
181,Resume_6_Data_Entry_Analyst_Healthcare_skills,real world evidence (rwe) analyst,57.6,passthrough,82.0,70.0,34.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.6 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=82, Experience=70.",,,,ranked_Real-World_Evidence_(RWE)_Analyst_parsed_jd.json
182,Resume_3_Healthcare_Reporting_Analyst_skills,clinical data analyst,57.55,passthrough,90.0,47.0,53.0,20.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.55 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=90, Experience=47.",,,,ranked_Clinical_Data_Analyst_parsed_jd.json
183,Amala_Resume_DS_DA_2026__skills,data analytics trainer,57.5,passthrough,90.0,54.0,36.0,22.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.5 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=90, Experience=54.",,,,Amala_Resume_DS_DA_2026__skills__Data_Analytics_Trainer_Healthcare_parsed_jd.json
184,Resume_3_Healthcare_Reporting_Analyst_skills,medical billing data analyst,57.45,passthrough,90.0,52.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.45 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=52.",,,,ranked_Medical_Billing_Data_Analyst_parsed_jd.json
185,Resume_3_Healthcare_Reporting_Analyst_skills,remote clinical data analyst,57.45,passthrough,90.0,50.0,53.0,15.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.45 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=50.",,,,ranked_Remote_Clinical_Data_Analyst_parsed_jd.json
186,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare dashboard developer,57.45,passthrough,90.0,29.0,53.0,22.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.45 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=29.",,,,ranked_Healthcare_Dashboard_Developer_parsed_jd.json
187,Resume_6_Data_Entry_Analyst_Healthcare_skills,ai specialist in healthcare analytics,57.4,passthrough,82.0,74.0,34.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.4 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=82, Experience=74.",,,,ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
188,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare data architect,57.35,passthrough,90.0,35.0,53.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.35 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=35.",,,,ranked_Healthcare_Data_Architect_parsed_jd.json
189,Amala_Resume_DS_DA_2026__skills,ai specialist in healthcare analytics,57.3,passthrough,90.0,60.0,36.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.3 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=60.",,,,Amala_Resume_DS_DA_2026__skills__ai_specialist_in_healthcare_analytics_parsed_jd.json
190,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare analytics manager,57.3,passthrough,90.0,56.0,53.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.3 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=56.",,,,ranked_Healthcare_Analytics_Manager_parsed_jd.json
191,Resume_6_Data_Entry_Analyst_Healthcare_skills,cost & utilization analyst,57.3,passthrough,82.0,69.0,34.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.3 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=82, Experience=69.",,,,ranked_cost_utilization_analyst_healthcare_parsed_jd.json
192,Resume_3_Healthcare_Reporting_Analyst_skills,claims data analyst,57.25,passthrough,90.0,48.0,53.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.25 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=48.",,,,ranked_Claims_Data_Analyst_Insurance_parsed_jd.json
193,Resume_6_Data_Entry_Analyst_Healthcare_skills,health information systems analyst,57.2,passthrough,82.0,70.0,34.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.2 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=82, Experience=70.",,,,ranked_Health_Information_Systems_Analyst_parsed_jd.json
194,Resume_3_Healthcare_Reporting_Analyst_skills,population health analyst,57.15,passthrough,90.0,53.0,53.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.15 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=53.",,,,ranked_Population_Health_Analyst_parsed_jd.json
195,Resume_3_Healthcare_Reporting_Analyst_skills,insurance claims analyst,57.15,passthrough,90.0,47.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.15 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=47.",,,,ranked_Insurance_Claims_Analyst_parsed_jd.json
196,Resume_3_Healthcare_Reporting_Analyst_skills,patient experience analyst,57.15,passthrough,90.0,47.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.15 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=47.",,,,ranked_Patient_Experience_Analyst_parsed_jd.json
197,Resume_3_Healthcare_Reporting_Analyst_skills,cost & utilization analyst,57.05,passthrough,90.0,50.0,53.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=57.05 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=50.",,,,ranked_cost_utilization_analyst_healthcare_parsed_jd.json
198,Resume_5_Health_Information_Analyst_skills,real world evidence (rwe) analyst,56.95,passthrough,84.0,49.0,51.0,26.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.95 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=84, Experience=49.",,,,ranked_Real-World_Evidence_(RWE)_Analyst_parsed_jd.json
199,Amala_Resume_DS_DA_2026__skills,healthcare data architect,56.8,passthrough,90.0,42.0,36.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.8 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Data_Architect_parsed_jd.json
200,Resume_1_Healthcare_Data_Analyst_Junior_skills,clinical data scientist,56.8,passthrough,90.0,24.0,53.0,25.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.8 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=24.",,,,ranked_Clinical_Data_Scientist_parsed_jd.json
201,Resume_3_Healthcare_Reporting_Analyst_skills,senior clinical data analyst,56.65,passthrough,90.0,48.0,53.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.65 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=48.",,,,ranked_Senior_Clinical_Data_Analyst_parsed_jd.json
202,Amala_Resume_DS_DA_2026__skills,healthcare dashboard developer,56.65,passthrough,90.0,43.0,36.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.65 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=90, Experience=43.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Dashboard_Developer_parsed_jd.json
203,Resume_5_Health_Information_Analyst_skills,health information systems analyst,56.65,passthrough,84.0,50.0,51.0,23.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.65 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=84, Experience=50.",,,,ranked_Health_Information_Systems_Analyst_parsed_jd.json
204,Resume_5_Health_Information_Analyst_skills,healthcare data architect,56.6,passthrough,84.0,46.0,51.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.6 between 50.0 and 70.0. Top drivers: ATS match=57, Skill match=84, Experience=46.",,,,ranked_Healthcare_Data_Architect_parsed_jd.json
205,Resume_3_Healthcare_Reporting_Analyst_skills,fraud & compliance analyst,56.45,passthrough,90.0,50.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.45 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=50.",,,,ranked_fraud_compliance_analyst_parsed_jd.json
206,Resume_1_Healthcare_Data_Analyst_Junior_skills,lead data analyst (healthcare),56.45,passthrough,90.0,46.0,53.0,16.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.45 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=46.",,,,ranked_Lead_Data_Analyst_Healthcare_parsed_jd.json
207,Resume_5_Health_Information_Analyst_skills,clinical data scientist,56.45,passthrough,84.0,39.0,51.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.45 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=84, Experience=39.",,,,ranked_Clinical_Data_Scientist_parsed_jd.json
208,Resume_5_Health_Information_Analyst_skills,healthcare machine learning engineer,56.3,passthrough,84.0,52.0,51.0,2.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.3 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=84, Experience=52.",,,,ranked_Healthcare_Machine_Learning_Engineer_parsed_jd.json
209,Resume_5_Health_Information_Analyst_skills,healthcare dashboard developer,56.2,passthrough,84.0,46.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.2 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=84, Experience=46.",,,,ranked_Healthcare_Dashboard_Developer_parsed_jd.json
210,Resume_6_Data_Entry_Analyst_Healthcare_skills,ehr implementation analyst,56.2,passthrough,82.0,71.0,34.0,23.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.2 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=82, Experience=71.",,,,ranked_EHR_Implementation_Analyst_parsed_jd.json
211,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare data science manager,56.1,passthrough,90.0,56.0,53.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.1 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=56.",,,,ranked_Healthcare_Data_Science_Manager_parsed_jd.json
212,Resume_6_Data_Entry_Analyst_Healthcare_skills,chief data officer,56.1,passthrough,82.0,67.0,34.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=56.1 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=82, Experience=67.",,,,ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
213,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare data integration specialist,55.95,passthrough,90.0,41.0,53.0,21.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.95 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=41.",,,,ranked_Healthcare_Data_Integration_Specialist_parsed_jd.json
214,Resume_3_Healthcare_Reporting_Analyst_skills,epidemiology data analyst,55.85,passthrough,90.0,50.0,53.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.85 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=50.",,,,ranked_Epidemiology_Data_Analyst_parsed_jd.json
215,Resume_6_Data_Entry_Analyst_Healthcare_skills,data entry analyst (healthcare),55.8,passthrough,82.0,100.0,34.0,26.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.8 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=82, Experience=100.",,,,ranked_Data_Entry_Analyst_Healthcare_parsed_jd.json
216,Resume_5_Health_Information_Analyst_skills,healthcare business analyst,55.75,passthrough,84.0,45.0,51.0,26.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.75 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=84, Experience=45.",,,,ranked_Healthcare_Business_Analyst_parsed_jd.json
217,Amala_Resume_DS_DA_2026__skills,healthcare data analyst (junior),55.6,passthrough,90.0,47.0,36.0,23.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.6 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__healthcare_data_analyst__junior__parsed_jd.json
218,Resume_3_Healthcare_Reporting_Analyst_skills,genomics data analyst,55.55,passthrough,90.0,47.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.55 between 50.0 and 70.0. Top drivers: ATS match=56, Skill match=90, Experience=47.",,,,ranked_Genomics_Data_Analyst_parsed_jd.json
219,Amala_Resume_DS_DA_2026__skills,healthcare data science manager,55.4,passthrough,90.0,47.0,36.0,30.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.4 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=47.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Data_Science_Manager_parsed_jd.json
220,Resume_5_Health_Information_Analyst_skills,global health data analyst,55.25,passthrough,84.0,48.0,51.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.25 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=84, Experience=48.",,,,ranked_Global_Health_Data_Analyst_parsed_jd.json
221,Resume_5_Health_Information_Analyst_skills,wearable health data analyst,55.25,passthrough,84.0,48.0,51.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.25 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=84, Experience=48.",,,,ranked_Wearable_Health_Data_Analyst_parsed_jd.json
222,Amala_Resume_DS_DA_2026__skills,predictive analytics specialist,55.2,passthrough,90.0,39.0,36.0,33.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.2 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=39.",,,,Amala_Resume_DS_DA_2026__skills__Predictive_Analytics_Specialist_parsed_jd.json
223,Resume_1_Healthcare_Data_Analyst_Junior_skills,ehr data analyst,55.15,passthrough,90.0,37.0,53.0,23.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.15 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=37.",,,,ranked_EHR_Data_Analyst_Electronic_Health_parsed_jd.json
224,Amala_Resume_DS_DA_2026__skills,healthcare ai analyst,55.1,passthrough,90.0,42.0,36.0,28.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.1 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_AI_Analyst_parsed_jd.json
225,Resume_5_Health_Information_Analyst_skills,head of health informatics,55.1,passthrough,84.0,47.0,51.0,30.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.1 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=84, Experience=47.",,,,ranked_Head_of_Health_Informatics_parsed_jd.json
226,Resume_3_Healthcare_Reporting_Analyst_skills,epidemiologist,55.05,passthrough,90.0,48.0,53.0,6.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.05 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=48.",,,,ranked_epidemiologist_datafocused_parsed_jd.json
227,Resume_3_Healthcare_Reporting_Analyst_skills,clinical informatics analyst,55.05,passthrough,90.0,44.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=55.05 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=44.",,,,ranked_Clinical_Informatics_Analyst_parsed_jd.json
228,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare reporting analyst,54.95,passthrough,90.0,39.0,53.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.95 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=39.",,,,ranked_Healthcare_Reporting_Analyst_parsed_jd.json
229,Resume_5_Health_Information_Analyst_skills,remote clinical data analyst,54.95,passthrough,84.0,45.0,51.0,22.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.95 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=84, Experience=45.",,,,ranked_Remote_Clinical_Data_Analyst_parsed_jd.json
230,Resume_5_Health_Information_Analyst_skills,healthcare financial analyst,54.85,passthrough,84.0,54.0,51.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.85 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=84, Experience=54.",,,,ranked_Healthcare_Financial_Analyst_parsed_jd.json
231,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare machine learning engineer,54.8,passthrough,90.0,28.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.8 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=28.",,,,ranked_Healthcare_Machine_Learning_Engineer_parsed_jd.json
232,Resume_4_Medical_Data_Analyst_skills,clinical data scientist,54.8,passthrough,90.0,14.0,46.0,31.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.8 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=14.",,,,ranked_Clinical_Data_Scientist_parsed_jd.json
233,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare statistician,54.75,passthrough,90.0,45.0,53.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.75 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=45.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
234,Resume_1_Healthcare_Data_Analyst_Junior_skills,health information systems analyst,54.75,passthrough,90.0,41.0,53.0,15.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.75 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=41.",,,,ranked_Health_Information_Systems_Analyst_parsed_jd.json
235,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare financial analyst,54.75,passthrough,90.0,39.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.75 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=39.",,,,ranked_Healthcare_Financial_Analyst_parsed_jd.json
236,Resume_3_Healthcare_Reporting_Analyst_skills,chief data officer,54.65,passthrough,90.0,40.0,53.0,16.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.65 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=40.",,,,ranked_Chief_Data_Officer_Healthcare_parsed_jd.json
237,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare outcomes analyst,54.65,passthrough,90.0,38.0,53.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.65 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=38.",,,,ranked_Healthcare_Outcomes_Analyst_parsed_jd.json
238,Resume_5_Health_Information_Analyst_skills,digital health analyst,54.65,passthrough,84.0,46.0,51.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.65 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=84, Experience=46.",,,,ranked_Digital_Health_Analyst_parsed_jd.json
239,Resume_1_Healthcare_Data_Analyst_Junior_skills,health information analyst,54.55,passthrough,90.0,35.0,53.0,23.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.55 between 50.0 and 70.0. Top drivers: ATS match=55, Skill match=90, Experience=35.",,,,ranked_Health_Information_Analyst_parsed_jd.json
240,Resume_6_Data_Entry_Analyst_Healthcare_skills,epidemiologist,54.5,passthrough,82.0,63.0,34.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.5 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=82, Experience=63.",,,,ranked_epidemiologist_datafocused_parsed_jd.json
241,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare program analyst,54.45,passthrough,90.0,38.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.45 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=38.",,,,ranked_Healthcare_Program_Analyst_parsed_jd.json
242,Resume_1_Healthcare_Data_Analyst_Junior_skills,telehealth data analyst,54.45,passthrough,90.0,38.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.45 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=38.",,,,ranked_Telehealth_Data_Analyst_parsed_jd.json
243,Resume_1_Healthcare_Data_Analyst_Junior_skills,clinical data analyst,54.45,passthrough,90.0,34.0,53.0,24.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.45 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=34.",,,,ranked_Clinical_Data_Analyst_parsed_jd.json
244,Resume_1_Healthcare_Data_Analyst_Junior_skills,senior clinical data analyst,54.45,passthrough,90.0,32.0,53.0,27.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.45 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=32.",,,,ranked_Senior_Clinical_Data_Analyst_parsed_jd.json
245,Resume_5_Health_Information_Analyst_skills,health policy analyst,54.45,passthrough,84.0,50.0,51.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.45 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=50.",,,,ranked_Health_Policy_Analyst_parsed_jd.json
246,Resume_5_Health_Information_Analyst_skills,healthcare data analyst (junior),54.35,passthrough,84.0,51.0,51.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.35 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=51.",,,,ranked_healthcare_data_analyst_(junior)_parsed_jd.json
247,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare performance analyst,54.25,passthrough,90.0,36.0,53.0,20.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.25 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=36.",,,,ranked_Healthcare_Performance_Analyst_parsed_jd.json
248,Resume_5_Health_Information_Analyst_skills,data entry analyst (healthcare),54.25,passthrough,84.0,48.0,51.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.25 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=48.",,,,ranked_Data_Entry_Analyst_Healthcare_parsed_jd.json
249,Resume_5_Health_Information_Analyst_skills,healthcare program analyst,54.15,passthrough,84.0,51.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.15 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=51.",,,,ranked_Healthcare_Program_Analyst_parsed_jd.json
250,Resume_5_Health_Information_Analyst_skills,lead data analyst (healthcare),54.15,passthrough,84.0,51.0,51.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.15 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=51.",,,,ranked_Lead_Data_Analyst_Healthcare_parsed_jd.json
251,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare operations analyst,54.05,passthrough,90.0,38.0,53.0,16.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.05 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=38.",,,,ranked_Healthcare_Operations_Analyst_parsed_jd.json
252,Resume_1_Healthcare_Data_Analyst_Junior_skills,public health analyst,54.05,passthrough,90.0,30.0,53.0,28.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.05 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=30.",,,,ranked_Public_Health_Analyst_parsed_jd.json
253,Resume_5_Health_Information_Analyst_skills,healthcare reporting analyst,54.05,passthrough,84.0,52.0,51.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.05 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=52.",,,,ranked_Healthcare_Reporting_Analyst_parsed_jd.json
254,Resume_5_Health_Information_Analyst_skills,clinical informatics analyst,54.05,passthrough,84.0,38.0,51.0,28.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=54.05 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=38.",,,,ranked_Clinical_Informatics_Analyst_parsed_jd.json
255,Resume_1_Healthcare_Data_Analyst_Junior_skills,remote clinical data analyst,53.95,passthrough,90.0,31.0,53.0,26.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.95 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=31.",,,,ranked_Remote_Clinical_Data_Analyst_parsed_jd.json
256,Amala_Resume_DS_DA_2026__skills,chief data officer,53.8,passthrough,90.0,51.0,36.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.8 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=51.",,,,Amala_Resume_DS_DA_2026__skills__Chief_Data_Officer_Healthcare_parsed_jd.json
257,Resume_5_Health_Information_Analyst_skills,healthcare performance analyst,53.75,passthrough,84.0,51.0,51.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.75 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=51.",,,,ranked_Healthcare_Performance_Analyst_parsed_jd.json
258,Resume_5_Health_Information_Analyst_skills,senior clinical data analyst,53.75,passthrough,84.0,43.0,51.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.75 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=84, Experience=43.",,,,ranked_Senior_Clinical_Data_Analyst_parsed_jd.json
259,Amala_Resume_DS_DA_2026__skills,senior healthcare data analyst,53.7,passthrough,90.0,42.0,36.0,21.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.7 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=42.",,,,Amala_Resume_DS_DA_2026__skills__Senior_Healthcare_Data_Analyst_parsed_jd.json
260,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare ai analyst,53.65,passthrough,90.0,42.0,53.0,8.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.65 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=42.",,,,ranked_Healthcare_AI_Analyst_parsed_jd.json
261,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare business analyst,53.65,passthrough,90.0,36.0,53.0,17.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=53.65 between 50.0 and 70.0. Top drivers: ATS match=54, Skill match=90, Experience=36.",,,,ranked_Healthcare_Business_Analyst_parsed_jd.json
