rank,resume_id,jd_id,job_role,final_score,skill_match,experience_relevance,education_alignment,semantic_similarity,weight_strategy,rating,recommendation,priority
294,Resume_1_Healthcare_Data_Analyst_Junior_skills,Clinical_Research_Data_Analyst_parsed_jd,clinical research data analyst,52.85,90,32,53,19,mid_level,Partial Fit,Review manually before deciding,Low
295,Resume_3_Healthcare_Reporting_Analyst_skills,Biostatistician_parsed_jd,biostatistician,52.85,90,42,53,4,default,Partial Fit,Review manually before deciding,Low
296,Resume_4_Medical_Data_Analyst_skills,Healthcare_Machine_Learning_Engineer_parsed_jd,healthcare machine learning engineer,52.85,90,11,46,25,technical,Partial Fit,Review manually before deciding,Low
297,Resume_5_Health_Information_Analyst_skills,Public_Health_Analyst_parsed_jd,public health analyst,52.85,84,46,51,10,default,Partial Fit,Review manually before deciding,Low
298,Resume_1_Healthcare_Data_Analyst_Junior_skills,Medical_Data_Analyst_parsed_jd,medical data analyst,52.75,90,37,53,11,mid_level,Partial Fit,Review manually before deciding,Low
299,Resume_3_Healthcare_Reporting_Analyst_skills,Head_of_Health_Informatics_parsed_jd,head of health informatics,52.7,90,46,53,10,senior,Partial Fit,Review manually before deciding,Low
300,Resume_5_Health_Information_Analyst_skills,Healthcare_AI_Analyst_parsed_jd,healthcare ai analyst,52.65,84,50,51,3,default,Partial Fit,Review manually before deciding,Low
301,Resume_5_Health_Information_Analyst_skills,Population_Health_Analyst_parsed_jd,population health analyst,52.65,84,44,51,12,default,Partial Fit,Review manually before deciding,Low
302,Amala_Resume_DS_DA_2026__skills,Healthcare_Data_Integration_Specialist_parsed_jd,healthcare data integration specialist,52.6,90,47,36,8,default,Partial Fit,Review manually before deciding,Low
303,Resume_1_Healthcare_Data_Analyst_Junior_skills,Claims_Data_Analyst_Insurance_parsed_jd,claims data analyst,52.55,90,33,53,16,mid_level,Partial Fit,Review manually before deciding,Low
304,Resume_5_Health_Information_Analyst_skills,Healthcare_Data_Science_Manager_parsed_jd,healthcare data science manager,52.5,84,54,51,3,senior,Partial Fit,Review manually before deciding,Low
305,Resume_1_Healthcare_Data_Analyst_Junior_skills,Real-World Evidence (RWE) Analyst_parsed_jd,real world evidence (rwe) analyst,52.45,90,26,53,26,default,Partial Fit,Review manually before deciding,Low
306,Resume_5_Health_Information_Analyst_skills,ai specialist in healthcare analytics_parsed_jd,ai specialist in healthcare analytics,52.45,84,50,51,2,default,Partial Fit,Review manually before deciding,Low
307,Resume_3_Healthcare_Reporting_Analyst_skills,EHR_Implementation_Analyst_parsed_jd,ehr implementation analyst,52.4,90,55,53,9,non_tech,Partial Fit,Review manually before deciding,Low
308,Resume_5_Health_Information_Analyst_skills,Freelance_Healthcare_Data_Analyst_parsed_jd,freelance healthcare data analyst,52.35,84,45,51,9,mid_level,Partial Fit,Review manually before deciding,Low
309,Resume_5_Health_Information_Analyst_skills,Healthcare_Data_Analyst_parsed_jd,healthcare data analyst,52.35,84,45,51,9,mid_level,Partial Fit,Review manually before deciding,Low
310,Resume_5_Health_Information_Analyst_skills,cost_utilization_analyst_healthcare_parsed_jd,cost & utilization analyst,52.35,84,47,51,6,default,Partial Fit,Review manually before deciding,Low
311,Amala_Resume_DS_DA_2026__skills,Medical_Billing_Data_Analyst_parsed_jd,medical billing data analyst,52.3,90,44,36,11,mid_level,Partial Fit,Review manually before deciding,Low
312,Amala_Resume_DS_DA_2026__skills,Healthcare_Outcomes_Analyst_parsed_jd,healthcare outcomes analyst,52.2,90,45,36,9,default,Partial Fit,Review manually before deciding,Low
313,Resume_1_Healthcare_Data_Analyst_Junior_skills,Revenue_Cycle_Analyst_parsed_jd,revenue cycle data analyst,52.15,90,37,53,8,mid_level,Partial Fit,Review manually before deciding,Low
314,Amala_Resume_DS_DA_2026__skills,Healthcare_Program_Analyst_parsed_jd,healthcare program analyst,52.1,90,44,36,10,default,Partial Fit,Review manually before deciding,Low
315,Amala_Resume_DS_DA_2026__skills,Freelance_Healthcare_Data_Analyst_parsed_jd,freelance healthcare data analyst,52.0,90,37,36,20,mid_level,Partial Fit,Review manually before deciding,Low
316,Amala_Resume_DS_DA_2026__skills,Healthcare_Performance_Analyst_parsed_jd,healthcare performance analyst,52.0,90,45,36,8,default,Partial Fit,Review manually before deciding,Low
317,Amala_Resume_DS_DA_2026__skills,public_health_data_analyst_entrylevel_parsed_jd,public health data analyst (entry-level),52.0,90,41,36,14,mid_level,Partial Fit,Review manually before deciding,Low
318,Amala_Resume_DS_DA_2026__skills,epidemiologist_datafocused_parsed_jd,epidemiologist,51.9,90,42,36,12,default,Partial Fit,Review manually before deciding,Low
319,Resume_3_Healthcare_Reporting_Analyst_skills,Clinical_Trials_Data_Manager_parsed_jd,clinical trials data manager,51.9,90,44,53,10,senior,Partial Fit,Review manually before deciding,Low
320,Resume_5_Health_Information_Analyst_skills,Healthcare_Analytics_Manager_parsed_jd,healthcare analytics manager,51.9,84,52,51,4,senior,Partial Fit,Review manually before deciding,Low
321,Resume_5_Health_Information_Analyst_skills,Healthcare_Analytics_Consultant_parsed_jd,healthcare analytics consultant,51.85,84,46,51,5,default,Partial Fit,Review manually before deciding,Low
322,Resume_5_Health_Information_Analyst_skills,Healthcare_Outcomes_Analyst_parsed_jd,healthcare outcomes analyst,51.85,84,44,51,8,default,Partial Fit,Review manually before deciding,Low
323,Resume_5_Health_Information_Analyst_skills,Patient_Experience_Analyst_parsed_jd,patient experience analyst,51.85,84,40,51,14,default,Partial Fit,Review manually before deciding,Low
324,Amala_Resume_DS_DA_2026__skills,Global_Health_Data_Analyst_parsed_jd,global health data analyst,51.8,90,41,36,13,mid_level,Partial Fit,Review manually before deciding,Low
325,Amala_Resume_DS_DA_2026__skills,Healthcare_Analytics_Manager_parsed_jd,healthcare analytics manager,51.8,90,52,36,2,senior,Partial Fit,Review manually before deciding,Low
326,Amala_Resume_DS_DA_2026__skills,Healthcare_Data_Analyst_parsed_jd,healthcare data analyst,51.8,90,37,36,19,mid_level,Partial Fit,Review manually before deciding,Low
327,Amala_Resume_DS_DA_2026__skills,Healthcare_Reporting_Analyst_parsed_jd,healthcare reporting analyst,51.8,90,45,36,7,default,Partial Fit,Review manually before deciding,Low
328,Resume_4_Medical_Data_Analyst_skills,Data_Entry_Analyst_Healthcare_parsed_jd,data entry analyst (healthcare),51.8,90,8,46,17,fresher,Partial Fit,Review manually before deciding,Low
329,Resume_1_Healthcare_Data_Analyst_Junior_skills,Predictive_Analytics_Specialist_parsed_jd,predictive analytics specialist,51.75,90,33,53,12,default,Partial Fit,Review manually before deciding,Low
330,Resume_5_Health_Information_Analyst_skills,Healthcare BI (Business Intelligence) Analyst_parsed_jd,healthcare bi (business intelligence) analyst,51.75,84,45,51,6,default,Partial Fit,Review manually before deciding,Low
331,Amala_Resume_DS_DA_2026__skills,Clinical_Data_Analyst_parsed_jd,clinical data analyst,51.7,90,42,36,11,mid_level,Partial Fit,Review manually before deciding,Low
332,Amala_Resume_DS_DA_2026__skills,Population_Health_Analyst_parsed_jd,population health analyst,51.7,90,42,36,11,default,Partial Fit,Review manually before deciding,Low
333,Amala_Resume_DS_DA_2026__skills,Revenue_Cycle_Data_Analyst_parsed_jd,revenue cycle data analyst,51.7,90,42,36,11,mid_level,Partial Fit,Review manually before deciding,Low
334,Amala_Resume_DS_DA_2026__skills,cost_utilization_analyst_healthcare_parsed_jd,cost & utilization analyst,51.7,90,44,36,8,default,Partial Fit,Review manually before deciding,Low
335,Resume_1_Healthcare_Data_Analyst_Junior_skills,Medical_Billing_Data_Analyst_parsed_jd,medical billing data analyst,51.65,90,30,53,16,mid_level,Partial Fit,Review manually before deciding,Low
336,Amala_Resume_DS_DA_2026__skills,Telehealth_Data_Analyst_parsed_jd,telehealth data analyst,51.6,90,41,36,12,mid_level,Partial Fit,Review manually before deciding,Low
337,Resume_1_Healthcare_Data_Analyst_Junior_skills,Epidemiology_Data_Analyst_parsed_jd,epidemiology data analyst,51.55,90,29,53,17,mid_level,Partial Fit,Review manually before deciding,Low
338,Amala_Resume_DS_DA_2026__skills,quality improvement analyst (healthcare)_parsed_jd,quality improvement analyst (healthcare),51.5,90,44,36,7,default,Partial Fit,Review manually before deciding,Low
339,Resume_5_Health_Information_Analyst_skills,healthcare_statistician_biostatistician_parsed_jd,healthcare statistician,51.45,84,44,51,6,default,Partial Fit,Review manually before deciding,Low
340,Amala_Resume_DS_DA_2026__skills,Claims_Data_Analyst_Insurance_parsed_jd,claims data analyst,51.4,90,43,36,8,mid_level,Partial Fit,Review manually before deciding,Low
341,Amala_Resume_DS_DA_2026__skills,Medical_Data_Analyst_parsed_jd,medical data analyst,51.3,90,42,36,9,mid_level,Partial Fit,Review manually before deciding,Low
342,Amala_Resume_DS_DA_2026__skills,Senior_Clinical_Data_Analyst_parsed_jd,senior clinical data analyst,51.3,90,40,36,12,mid_level,Partial Fit,Review manually before deciding,Low
343,Resume_5_Health_Information_Analyst_skills,Data_Analytics_Trainer_Healthcare_parsed_jd,data analytics trainer,51.25,84,42,51,8,default,Partial Fit,Review manually before deciding,Low
344,Resume_5_Health_Information_Analyst_skills,Medical_Billing_Data_Analyst_parsed_jd,medical billing data analyst,51.25,84,40,51,11,mid_level,Partial Fit,Review manually before deciding,Low
345,Resume_5_Health_Information_Analyst_skills,quality improvement analyst (healthcare)_parsed_jd,quality improvement analyst (healthcare),51.25,84,44,51,5,default,Partial Fit,Review manually before deciding,Low
346,Amala_Resume_DS_DA_2026__skills,Wearable_Health_Data_Analyst_parsed_jd,wearable health data analyst,51.2,90,43,36,7,mid_level,Partial Fit,Review manually before deciding,Low
347,Resume_5_Health_Information_Analyst_skills,Predictive_Analytics_Specialist_parsed_jd,predictive analytics specialist,51.15,84,45,51,3,default,Partial Fit,Review manually before deciding,Low
348,Amala_Resume_DS_DA_2026__skills,EHR_Data_Analyst_Electronic_Health_parsed_jd,ehr data analyst,51.0,90,45,36,3,mid_level,Partial Fit,Review manually before deciding,Low
349,Amala_Resume_DS_DA_2026__skills,Health_Information_Analyst_parsed_jd,health information analyst,51.0,90,47,36,0,default,Partial Fit,Review manually before deciding,Low
350,Amala_Resume_DS_DA_2026__skills,Data_Entry_Analyst_Healthcare_parsed_jd,data entry analyst (healthcare),50.9,90,42,36,13,fresher,Partial Fit,Review manually before deciding,Low
351,Resume_1_Healthcare_Data_Analyst_Junior_skills,Clinical_Informatics_Analyst_parsed_jd,clinical informatics analyst,50.85,90,26,53,18,default,Partial Fit,Review manually before deciding,Low
352,Resume_5_Health_Information_Analyst_skills,Genomics_Data_Analyst_parsed_jd,genomics data analyst,50.85,84,40,51,9,mid_level,Partial Fit,Review manually before deciding,Low
353,Amala_Resume_DS_DA_2026__skills,Healthcare BI (Business Intelligence) Analyst_parsed_jd,healthcare bi (business intelligence) analyst,50.8,90,41,36,8,default,Partial Fit,Review manually before deciding,Low
354,Amala_Resume_DS_DA_2026__skills,Insurance_Claims_Analyst_parsed_jd,insurance claims analyst,50.8,90,39,36,11,default,Partial Fit,Review manually before deciding,Low
355,Amala_Resume_DS_DA_2026__skills,Clinical_Research_Data_Analyst_parsed_jd,clinical research data analyst,50.7,90,38,36,12,mid_level,Partial Fit,Review manually before deciding,Low
356,Amala_Resume_DS_DA_2026__skills,Healthcare_Analytics_Consultant_parsed_jd,healthcare analytics consultant,50.7,90,42,36,6,default,Partial Fit,Review manually before deciding,Low
357,Amala_Resume_DS_DA_2026__skills,Patient_Experience_Analyst_parsed_jd,patient experience analyst,50.7,90,42,36,6,default,Partial Fit,Review manually before deciding,Low
358,Resume_5_Health_Information_Analyst_skills,epidemiologist_datafocused_parsed_jd,epidemiologist,50.65,84,42,51,5,default,Partial Fit,Review manually before deciding,Low
359,Resume_7_Health_Informatics_Analyst_skills,EHR_Data_Analyst_Electronic_Health_parsed_jd,ehr data analyst,50.65,80,20,35,57,mid_level,Partial Fit,Review manually before deciding,Low
360,Amala_Resume_DS_DA_2026__skills,Clinical_Trials_Data_Manager_parsed_jd,clinical trials data manager,50.6,90,47,36,6,senior,Partial Fit,Review manually before deciding,Low
361,Amala_Resume_DS_DA_2026__skills,Healthcare_Risk_Analyst_parsed_jd,healthcare risk analyst,50.6,90,41,36,7,default,Partial Fit,Review manually before deciding,Low
362,Resume_1_Healthcare_Data_Analyst_Junior_skills,Revenue_Cycle_Data_Analyst_parsed_jd,revenue cycle data analyst,50.55,90,29,53,12,mid_level,Partial Fit,Review manually before deciding,Low
363,Amala_Resume_DS_DA_2026__skills,fraud_compliance_analyst_parsed_jd,fraud & compliance analyst,50.5,90,40,36,8,default,Partial Fit,Review manually before deciding,Low
364,Resume_5_Health_Information_Analyst_skills,Revenue_Cycle_Data_Analyst_parsed_jd,revenue cycle data analyst,50.45,84,40,51,7,mid_level,Partial Fit,Review manually before deciding,Low
365,Amala_Resume_DS_DA_2026__skills,Healthcare_Business_Analyst_parsed_jd,healthcare business analyst,50.4,90,41,36,6,mid_level,Partial Fit,Review manually before deciding,Low
366,Amala_Resume_DS_DA_2026__skills,Biostatistician_parsed_jd,biostatistician,50.3,90,38,36,10,default,Partial Fit,Review manually before deciding,Low
367,Amala_Resume_DS_DA_2026__skills,Healthcare_Financial_Analyst_parsed_jd,healthcare financial analyst,50.3,90,40,36,7,default,Partial Fit,Review manually before deciding,Low
368,Resume_1_Healthcare_Data_Analyst_Junior_skills,Patient_Experience_Analyst_parsed_jd,patient experience analyst,50.25,90,20,53,24,default,Partial Fit,Review manually before deciding,Low
369,Amala_Resume_DS_DA_2026__skills,Digital_Health_Analyst_parsed_jd,digital health analyst,50.2,90,41,36,5,default,Partial Fit,Review manually before deciding,Low
370,Amala_Resume_DS_DA_2026__skills,Health_Informatics_Specialist_parsed_jd,health informatics specialist,50.2,90,43,36,2,default,Partial Fit,Review manually before deciding,Low
371,Amala_Resume_DS_DA_2026__skills,Revenue_Cycle_Analyst_parsed_jd,revenue cycle data analyst,50.2,90,39,36,8,mid_level,Partial Fit,Review manually before deciding,Low
372,Resume_5_Health_Information_Analyst_skills,Clinical_Research_Data_Analyst_parsed_jd,clinical research data analyst,50.15,84,37,51,10,mid_level,Partial Fit,Review manually before deciding,Low
373,Amala_Resume_DS_DA_2026__skills,Health_Information_Systems_Analyst_parsed_jd,health information systems analyst,50.1,90,44,36,0,default,Partial Fit,Review manually before deciding,Low
374,Amala_Resume_DS_DA_2026__skills,Health_Policy_Analyst_parsed_jd,health policy analyst,50.1,90,44,36,0,default,Partial Fit,Review manually before deciding,Low
375,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare_statistician_biostatistician_parsed_jd,healthcare statistician,50.05,90,24,53,17,default,Partial Fit,Review manually before deciding,Low
376,Amala_Resume_DS_DA_2026__skills,Remote_Clinical_Data_Analyst_parsed_jd,remote clinical data analyst,49.9,90,38,36,8,mid_level,Poor Fit,Not recommended for this role,Reject
377,Amala_Resume_DS_DA_2026__skills,healthcare_statistician_biostatistician_parsed_jd,healthcare statistician,49.9,90,36,36,11,default,Poor Fit,Not recommended for this role,Reject
378,Resume_4_Medical_Data_Analyst_skills,Healthcare_Data_Architect_parsed_jd,healthcare data architect,49.9,90,8,46,14,technical,Poor Fit,Not recommended for this role,Reject
379,Resume_5_Health_Information_Analyst_skills,Clinical_Trials_Data_Manager_parsed_jd,clinical trials data manager,49.7,84,44,51,9,senior,Poor Fit,Not recommended for this role,Reject
380,Resume_5_Health_Information_Analyst_skills,Biostatistician_parsed_jd,biostatistician,49.65,84,40,51,3,default,Poor Fit,Not recommended for this role,Reject
381,Resume_4_Medical_Data_Analyst_skills,Healthcare_Dashboard_Developer_parsed_jd,healthcare dashboard developer,49.4,90,6,46,14,technical,Poor Fit,Not recommended for this role,Reject
382,Resume_1_Healthcare_Data_Analyst_Junior_skills,cost_utilization_analyst_healthcare_parsed_jd,cost & utilization analyst,49.25,90,24,53,13,default,Poor Fit,Not recommended for this role,Reject
383,Resume_5_Health_Information_Analyst_skills,Epidemiology_Data_Analyst_parsed_jd,epidemiology data analyst,49.25,84,36,51,7,mid_level,Poor Fit,Not recommended for this role,Reject
384,Resume_4_Medical_Data_Analyst_skills,Epidemiology_Data_Analyst_parsed_jd,epidemiology data analyst,49.2,90,28,46,12,mid_level,Poor Fit,Not recommended for this role,Reject
385,Resume_4_Medical_Data_Analyst_skills,epidemiologist_datafocused_parsed_jd,epidemiologist,49.2,90,30,46,9,default,Poor Fit,Not recommended for this role,Reject
386,Resume_1_Healthcare_Data_Analyst_Junior_skills,ai specialist in healthcare analytics_parsed_jd,ai specialist in healthcare analytics,49.15,90,29,53,5,default,Poor Fit,Not recommended for this role,Reject
387,Resume_5_Health_Information_Analyst_skills,Revenue_Cycle_Analyst_parsed_jd,revenue cycle data analyst,49.15,84,37,51,5,mid_level,Poor Fit,Not recommended for this role,Reject
388,Resume_1_Healthcare_Data_Analyst_Junior_skills,fraud_compliance_analyst_parsed_jd,fraud & compliance analyst,49.05,90,22,53,15,default,Poor Fit,Not recommended for this role,Reject
389,Amala_Resume_DS_DA_2026__skills,Clinical_Informatics_Analyst_parsed_jd,clinical informatics analyst,49.0,90,39,36,2,default,Poor Fit,Not recommended for this role,Reject
390,Resume_5_Health_Information_Analyst_skills,Claims_Data_Analyst_Insurance_parsed_jd,claims data analyst,48.95,84,35,51,7,mid_level,Poor Fit,Not recommended for this role,Reject
391,Resume_1_Healthcare_Data_Analyst_Junior_skills,Director_of_Healthcare_Analytics_parsed_jd,director of healthcare analytics,48.5,90,36,53,9,senior,Poor Fit,Not recommended for this role,Reject
392,Resume_5_Health_Information_Analyst_skills,Director_of_Healthcare_Analytics_parsed_jd,director of healthcare analytics,48.5,84,44,51,3,senior,Poor Fit,Not recommended for this role,Reject
393,Resume_5_Health_Information_Analyst_skills,Chief_Data_Officer_Healthcare_parsed_jd,chief data officer,48.35,84,33,51,7,default,Poor Fit,Not recommended for this role,Reject
394,Resume_1_Healthcare_Data_Analyst_Junior_skills,Healthcare_Data_Science_Manager_parsed_jd,healthcare data science manager,48.3,90,36,53,8,senior,Poor Fit,Not recommended for this role,Reject
395,Amala_Resume_DS_DA_2026__skills,Head_of_Health_Informatics_parsed_jd,head of health informatics,48.2,90,44,36,0,senior,Poor Fit,Not recommended for this role,Reject
396,Resume_4_Medical_Data_Analyst_skills,Remote_Clinical_Data_Analyst_parsed_jd,remote clinical data analyst,48.2,90,12,46,31,mid_level,Poor Fit,Not recommended for this role,Reject
397,Resume_1_Healthcare_Data_Analyst_Junior_skills,Healthcare_Analytics_Manager_parsed_jd,healthcare analytics manager,48.1,90,35,53,9,senior,Poor Fit,Not recommended for this role,Reject
398,Resume_1_Healthcare_Data_Analyst_Junior_skills,Chief_Data_Officer_Healthcare_parsed_jd,chief data officer,48.05,90,22,53,10,default,Poor Fit,Not recommended for this role,Reject
399,Resume_7_Health_Informatics_Analyst_skills,Health_Informatics_Specialist_parsed_jd,health informatics specialist,48.05,80,14,35,53,default,Poor Fit,Not recommended for this role,Reject
400,Resume_1_Healthcare_Data_Analyst_Junior_skills,epidemiologist_datafocused_parsed_jd,epidemiologist,47.95,90,19,53,14,default,Poor Fit,Not recommended for this role,Reject
401,Resume_7_Health_Informatics_Analyst_skills,Wearable_Health_Data_Analyst_parsed_jd,wearable health data analyst,47.75,80,21,35,41,mid_level,Poor Fit,Not recommended for this role,Reject
402,Resume_5_Health_Information_Analyst_skills,Insurance_Claims_Analyst_parsed_jd,insurance claims analyst,47.55,84,31,51,6,default,Poor Fit,Not recommended for this role,Reject
403,Resume_4_Medical_Data_Analyst_skills,Senior_Clinical_Data_Analyst_parsed_jd,senior clinical data analyst,47.2,90,10,46,29,mid_level,Poor Fit,Not recommended for this role,Reject
404,Resume_4_Medical_Data_Analyst_skills,Health_Information_Systems_Analyst_parsed_jd,health information systems analyst,47.1,90,23,46,9,default,Poor Fit,Not recommended for this role,Reject
405,Resume_4_Medical_Data_Analyst_skills,Healthcare_Operations_Analyst_parsed_jd,healthcare operations analyst,47.1,90,19,46,15,default,Poor Fit,Not recommended for this role,Reject
406,Resume_4_Medical_Data_Analyst_skills,Revenue_Cycle_Analyst_parsed_jd,revenue cycle data analyst,47.1,90,23,46,9,mid_level,Poor Fit,Not recommended for this role,Reject
407,Resume_7_Health_Informatics_Analyst_skills,Clinical_Data_Scientist_parsed_jd,clinical data scientist,47.05,80,7,35,29,technical,Poor Fit,Not recommended for this role,Reject
408,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Data_Scientist_parsed_jd,healthcare data scientist,47.05,80,11,35,24,technical,Poor Fit,Not recommended for this role,Reject
409,Resume_4_Medical_Data_Analyst_skills,Clinical_Data_Analyst_parsed_jd,clinical data analyst,46.9,90,11,46,26,mid_level,Poor Fit,Not recommended for this role,Reject
410,Resume_4_Medical_Data_Analyst_skills,healthcare_statistician_biostatistician_parsed_jd,healthcare statistician,46.9,90,17,46,17,default,Poor Fit,Not recommended for this role,Reject
411,Amala_Resume_DS_DA_2026__skills,Director_of_Healthcare_Analytics_parsed_jd,director of healthcare analytics,46.8,90,40,36,1,senior,Poor Fit,Not recommended for this role,Reject
412,Resume_4_Medical_Data_Analyst_skills,EHR_Data_Analyst_Electronic_Health_parsed_jd,ehr data analyst,46.6,90,18,46,14,mid_level,Poor Fit,Not recommended for this role,Reject
413,Resume_4_Medical_Data_Analyst_skills,Real-World Evidence (RWE) Analyst_parsed_jd,real world evidence (rwe) analyst,46.6,90,18,46,14,default,Poor Fit,Not recommended for this role,Reject
414,Resume_4_Medical_Data_Analyst_skills,Revenue_Cycle_Data_Analyst_parsed_jd,revenue cycle data analyst,46.2,90,18,46,12,mid_level,Poor Fit,Not recommended for this role,Reject
415,Resume_4_Medical_Data_Analyst_skills,Medical_Data_Analyst_parsed_jd,medical data analyst,46.1,90,13,46,19,mid_level,Poor Fit,Not recommended for this role,Reject
416,Resume_4_Medical_Data_Analyst_skills,Senior_Healthcare_Data_Analyst_parsed_jd,senior healthcare data analyst,46.1,90,9,46,25,mid_level,Poor Fit,Not recommended for this role,Reject
417,Resume_4_Medical_Data_Analyst_skills,Chief_Data_Officer_Healthcare_parsed_jd,chief data officer,46.0,90,20,46,8,default,Poor Fit,Not recommended for this role,Reject
418,Resume_4_Medical_Data_Analyst_skills,Wearable_Health_Data_Analyst_parsed_jd,wearable health data analyst,46.0,90,12,46,20,mid_level,Poor Fit,Not recommended for this role,Reject
419,Resume_4_Medical_Data_Analyst_skills,Public_Health_Analyst_parsed_jd,public health analyst,45.9,90,15,46,15,default,Poor Fit,Not recommended for this role,Reject
420,Resume_4_Medical_Data_Analyst_skills,Health_Information_Analyst_parsed_jd,health information analyst,45.8,90,18,46,10,default,Poor Fit,Not recommended for this role,Reject
421,Resume_4_Medical_Data_Analyst_skills,Predictive_Analytics_Specialist_parsed_jd,predictive analytics specialist,45.8,90,12,46,19,default,Poor Fit,Not recommended for this role,Reject
422,Resume_4_Medical_Data_Analyst_skills,Genomics_Data_Analyst_parsed_jd,genomics data analyst,45.7,90,15,46,14,mid_level,Poor Fit,Not recommended for this role,Reject
423,Resume_4_Medical_Data_Analyst_skills,Insurance_Claims_Analyst_parsed_jd,insurance claims analyst,45.7,90,17,46,11,default,Poor Fit,Not recommended for this role,Reject
424,Resume_4_Medical_Data_Analyst_skills,Global_Health_Data_Analyst_parsed_jd,global health data analyst,45.6,90,10,46,21,mid_level,Poor Fit,Not recommended for this role,Reject
425,Resume_4_Medical_Data_Analyst_skills,public_health_data_analyst_entrylevel_parsed_jd,public health data analyst (entry-level),45.6,90,14,46,15,mid_level,Poor Fit,Not recommended for this role,Reject
426,Resume_4_Medical_Data_Analyst_skills,Healthcare_AI_Analyst_parsed_jd,healthcare ai analyst,45.5,90,11,46,19,default,Poor Fit,Not recommended for this role,Reject
427,Resume_4_Medical_Data_Analyst_skills,healthcare data analyst (junior)_parsed_jd,healthcare data analyst (junior),45.5,90,9,46,22,mid_level,Poor Fit,Not recommended for this role,Reject
428,Resume_4_Medical_Data_Analyst_skills,Healthcare_Data_Integration_Specialist_parsed_jd,healthcare data integration specialist,45.4,90,14,46,14,default,Poor Fit,Not recommended for this role,Reject
429,Resume_4_Medical_Data_Analyst_skills,Medical_Billing_Data_Analyst_parsed_jd,medical billing data analyst,45.4,90,12,46,17,mid_level,Poor Fit,Not recommended for this role,Reject
430,Resume_4_Medical_Data_Analyst_skills,Population_Health_Analyst_parsed_jd,population health analyst,45.3,90,17,46,9,default,Poor Fit,Not recommended for this role,Reject
431,Resume_4_Medical_Data_Analyst_skills,Healthcare_Data_Analyst_parsed_jd,healthcare data analyst,45.2,90,8,46,22,mid_level,Poor Fit,Not recommended for this role,Reject
432,Resume_1_Healthcare_Data_Analyst_Junior_skills,Clinical_Trials_Data_Manager_parsed_jd,clinical trials data manager,45.1,90,26,53,12,senior,Poor Fit,Not recommended for this role,Reject
433,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Machine_Learning_Engineer_parsed_jd,healthcare machine learning engineer,45.1,80,20,35,3,technical,Poor Fit,Not recommended for this role,Reject
434,Resume_4_Medical_Data_Analyst_skills,Freelance_Healthcare_Data_Analyst_parsed_jd,freelance healthcare data analyst,45.0,90,8,46,21,mid_level,Poor Fit,Not recommended for this role,Reject
435,Resume_4_Medical_Data_Analyst_skills,Patient_Experience_Analyst_parsed_jd,patient experience analyst,45.0,90,16,46,9,default,Poor Fit,Not recommended for this role,Reject
436,Resume_4_Medical_Data_Analyst_skills,cost_utilization_analyst_healthcare_parsed_jd,cost & utilization analyst,45.0,90,14,46,12,default,Poor Fit,Not recommended for this role,Reject
437,Resume_7_Health_Informatics_Analyst_skills,Clinical_Informatics_Analyst_parsed_jd,clinical informatics analyst,44.95,80,7,35,48,default,Poor Fit,Not recommended for this role,Reject
438,Resume_7_Health_Informatics_Analyst_skills,Digital_Health_Analyst_parsed_jd,digital health analyst,44.85,80,14,35,37,default,Poor Fit,Not recommended for this role,Reject
439,Resume_7_Health_Informatics_Analyst_skills,Real-World Evidence (RWE) Analyst_parsed_jd,real world evidence (rwe) analyst,44.85,80,20,35,28,default,Poor Fit,Not recommended for this role,Reject
440,Resume_4_Medical_Data_Analyst_skills,Clinical_Research_Data_Analyst_parsed_jd,clinical research data analyst,44.8,90,10,46,17,mid_level,Poor Fit,Not recommended for this role,Reject
441,Resume_1_Healthcare_Data_Analyst_Junior_skills,Biostatistician_parsed_jd,biostatistician,44.75,90,9,53,13,default,Poor Fit,Not recommended for this role,Reject
442,Resume_4_Medical_Data_Analyst_skills,Healthcare_Risk_Analyst_parsed_jd,healthcare risk analyst,44.7,90,11,46,15,default,Poor Fit,Not recommended for this role,Reject
443,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Data_Architect_parsed_jd,healthcare data architect,44.7,80,12,35,11,technical,Poor Fit,Not recommended for this role,Reject
444,Resume_4_Medical_Data_Analyst_skills,Biostatistician_parsed_jd,biostatistician,44.6,90,14,46,10,default,Poor Fit,Not recommended for this role,Reject
445,Resume_4_Medical_Data_Analyst_skills,quality improvement analyst (healthcare)_parsed_jd,quality improvement analyst (healthcare),44.6,90,12,46,13,default,Poor Fit,Not recommended for this role,Reject
446,Resume_7_Health_Informatics_Analyst_skills,Healthcare_Data_Integration_Specialist_parsed_jd,healthcare data integration specialist,44.45,80,16,35,32,default,Poor Fit,Not recommended for this role,Reject
447,Resume_4_Medical_Data_Analyst_skills,Claims_Data_Analyst_Insurance_parsed_jd,claims data analyst,44.4,90,12,46,12,mid_level,Poor Fit,Not recommended for this role,Reject
448,Resume_4_Medical_Data_Analyst_skills,fraud_compliance_analyst_parsed_jd,fraud & compliance analyst,44.4,90,14,46,9,default,Poor Fit,Not recommended for this role,Reject
